dispute_id,transaction_id,transaction_amount_inr,days_since_transaction,dispute_reason_code,merchant_category,customer_account_age_days,previous_dispute_count,delivery_proof_available,tracking_number_valid,signature_confirmation,delivery_confirmed_before_dispute,avs_match,cvv_match,ip_device_match,customer_account_age_norm,customer_communication_count,customer_communication_sentiment,refund_policy_disclosed_at_purchase,product_photos_available,duplicate_transaction_exists,refund_already_processed,refund_processed_before_dispute,subscription_cancellation_confirmed,evidence_completeness_score,win_probability_true,won
DSP101573,TXN201573,6783.17,24,credit_not_processed,subscription,1564,1.0,0,0,0,0,0,0,0,0.782,0.0,-0.07,0,1,0,0,0,1,0.167,0.0384,0
DSP101574,TXN201574,795.44,26,fraud,retail,733,0.0,1,1,0,0,0,1,0,0.3665,2.0,-0.26,1,0,1,1,0,1,0.583,0.3803,1
DSP101575,TXN201575,6470.68,30,item_not_received,retail,1706,0.0,0,0,0,0,1,0,0,0.853,3.0,-0.07,1,0,0,1,0,0,0.25,0.0257,1
DSP101576,TXN201576,870.23,78,credit_not_processed,retail,1999,2.0,0,1,0,0,0,1,0,0.9995,4.0,0.43,0,0,0,0,0,1,0.25,0.2037,0
DSP101577,TXN201577,529.67,118,credit_not_processed,retail,1336,1.0,0,0,0,0,0,0,0,0.668,1.0,-0.4,1,0,0,0,1,0,0.167,0.263,0
DSP101578,TXN201578,5011.69,110,subscription_cancelled,electronics,203,0.0,0,0,0,1,0,0,1,0.1015,5.0,0.58,0,0,1,0,1,0,0.25,0.2078,0
DSP101579,TXN201579,1244.72,14,credit_not_processed,digital_goods,1787,0.0,0,1,0,0,1,0,0,0.8935,2.0,0.87,0,1,1,1,0,0,0.417,0.2696,0
DSP101580,TXN201580,1256.93,82,credit_not_processed,retail,1633,0.0,0,0,0,0,0,0,0,0.8165,4.0,-0.76,0,0,0,1,0,0,0.083,0.5932,0
DSP101581,TXN201581,371.81,91,item_not_received,electronics,1115,0.0,0,0,0,0,0,1,0,0.5575,0.0,0.08,1,1,0,0,0,0,0.25,0.0396,0
DSP101582,TXN201582,847.57,5,item_not_received,digital_goods,679,0.0,1,0,0,0,0,1,0,0.3395,5.0,0.08,1,0,1,0,0,0,0.333,0.3086,0
DSP101583,TXN201583,2056.37,77,item_not_received,subscription,1420,0.0,1,0,0,0,1,0,0,0.71,1.0,0.33,1,0,0,0,1,0,0.333,0.2399,0
DSP101584,TXN201584,365.34,54,not_as_described,electronics,1231,0.0,0,0,0,0,0,1,0,0.6155,1.0,0.06,1,0,0,0,0,0,0.167,0.0214,0
DSP101585,TXN201585,781.26,24,subscription_cancelled,food_delivery,1540,0.0,1,0,0,1,0,0,0,0.77,0.0,-0.05,0,0,0,1,0,0,0.167,0.0554,0
DSP101586,TXN201586,879.68,95,item_not_received,electronics,1290,0.0,1,0,0,1,1,0,0,0.645,2.0,0.85,0,0,0,0,0,1,0.25,0.0182,0
DSP101587,TXN201587,1431.45,113,not_as_described,electronics,1649,0.0,1,1,1,0,0,1,1,0.8245,0.0,0.68,0,0,0,0,0,1,0.5,0.0646,0
DSP101588,TXN201588,5881.46,72,item_not_received,retail,1934,0.0,1,1,0,0,0,1,0,0.967,3.0,-0.15,1,1,0,0,0,0,0.417,0.7048,1
DSP101589,TXN201589,992.32,25,fraud,retail,1503,0.0,1,0,0,0,1,0,0,0.7515,3.0,0.08,1,0,1,0,0,1,0.417,0.0659,0
DSP101590,TXN201590,671.49,52,fraud,travel,635,0.0,0,0,0,1,0,0,0,0.3175,1.0,0.3,1,0,1,0,0,0,0.167,0.0126,0
DSP101591,TXN201591,20876.32,62,fraud,food_delivery,1804,1.0,0,0,0,0,0,1,1,0.902,1.0,-0.63,1,0,0,0,0,0,0.25,0.7957,1
DSP101592,TXN201592,868.54,109,subscription_cancelled,subscription,1653,0.0,0,0,1,0,1,0,1,0.8265,1.0,0.41,1,0,0,0,0,0,0.333,0.0853,1
DSP101593,TXN201593,1106.93,95,item_not_received,digital_goods,945,2.0,0,0,1,1,0,1,0,0.4725,2.0,-0.75,1,1,0,1,0,0,0.417,0.0313,0
DSP101594,TXN201594,936.5,81,credit_not_processed,digital_goods,119,1.0,0,0,0,1,1,0,0,0.0595,2.0,0.45,0,1,1,0,1,0,0.333,0.1439,0
DSP101595,TXN201595,1015.6,92,duplicate_charge,digital_goods,1906,0.0,0,1,0,0,0,1,1,0.953,1.0,-0.2,1,0,1,0,0,1,0.5,0.7661,1
DSP101596,TXN201596,1447.73,84,fraud,digital_goods,1081,1.0,1,0,0,1,0,0,0,0.5405,0.0,-0.52,0,0,0,0,0,0,0.083,0.0653,0
DSP101597,TXN201597,3363.7,39,fraud,electronics,800,1.0,0,0,1,0,0,0,0,0.4,1.0,0.15,1,0,0,1,0,0,0.25,0.0284,0
DSP101598,TXN201598,2006.18,17,credit_not_processed,travel,1214,0.0,0,0,0,1,0,1,1,0.607,2.0,0.09,1,0,0,0,0,0,0.25,0.1022,0
DSP101599,TXN201599,3932.76,101,item_not_received,electronics,140,0.0,0,1,0,1,1,1,0,0.07,5.0,-0.93,1,1,0,0,0,0,0.417,0.0156,0
DSP101600,TXN201600,3804.84,67,credit_not_processed,retail,1651,1.0,1,0,1,0,0,0,0,0.8255,1.0,-0.92,0,0,0,0,0,0,0.167,0.0891,0
DSP101601,TXN201601,1650.04,116,fraud,retail,364,0.0,0,0,0,0,0,0,0,0.182,0.0,-0.09,1,1,0,0,0,0,0.167,0.0047,0
DSP101602,TXN201602,1951.42,82,not_as_described,subscription,515,1.0,1,0,0,0,0,0,0,0.2575,3.0,-0.94,0,1,0,1,0,0,0.25,0.0016,0
DSP101603,TXN201603,4059.18,57,credit_not_processed,digital_goods,1116,0.0,1,1,0,0,1,1,0,0.558,2.0,-0.26,1,0,0,0,0,1,0.5,0.0471,0
DSP101604,TXN201604,440.89,78,item_not_received,retail,1328,0.0,0,1,0,0,1,1,0,0.664,1.0,0.42,0,0,0,0,0,1,0.333,0.2082,0
DSP101605,TXN201605,16288.44,79,item_not_received,food_delivery,29,0.0,0,0,0,0,0,0,0,0.0145,3.0,0.22,0,0,0,0,1,0,0.083,0.0726,0
DSP101606,TXN201606,802.25,118,subscription_cancelled,retail,1162,0.0,0,1,0,0,0,0,0,0.581,5.0,-0.27,1,1,0,0,0,1,0.333,0.8358,1
DSP101607,TXN201607,942.97,44,item_not_received,retail,314,0.0,0,1,0,0,0,0,1,0.157,2.0,-0.21,1,1,0,0,0,0,0.333,0.1469,0
DSP101608,TXN201608,398.66,46,item_not_received,travel,1908,0.0,0,0,0,0,0,0,0,0.954,1.0,0.23,0,0,0,0,0,0,0.0,0.0155,0
DSP101609,TXN201609,410.69,43,item_not_received,food_delivery,748,0.0,0,1,0,0,0,1,0,0.374,2.0,-0.32,0,0,0,0,0,0,0.167,0.2764,0
DSP101610,TXN201610,3547.63,13,item_not_received,food_delivery,980,1.0,0,0,0,0,1,0,0,0.49,1.0,-0.88,1,0,1,0,1,0,0.333,0.0099,0
DSP101611,TXN201611,12967.39,57,duplicate_charge,food_delivery,1248,0.0,0,0,0,0,0,0,0,0.624,3.0,-0.33,1,0,0,0,0,0,0.083,0.0837,0
DSP101612,TXN201612,759.58,54,duplicate_charge,retail,313,0.0,1,1,0,0,0,1,0,0.1565,2.0,0.21,0,0,0,0,1,0,0.333,0.063,0
DSP101613,TXN201613,1895.65,24,item_not_received,digital_goods,331,2.0,0,0,1,0,0,0,0,0.1655,2.0,-0.69,0,1,1,1,0,1,0.417,0.1021,0
DSP101614,TXN201614,1669.31,98,credit_not_processed,travel,1918,1.0,0,0,0,0,0,1,0,0.959,2.0,0.49,0,1,0,1,0,0,0.25,0.6822,1
DSP101615,TXN201615,3641.84,83,fraud,digital_goods,1149,0.0,1,0,0,0,0,0,0,0.5745,2.0,-0.37,1,0,1,1,0,1,0.417,0.0261,0
DSP101616,TXN201616,12316.74,29,fraud,food_delivery,453,0.0,0,1,1,0,1,0,0,0.2265,0.0,1.0,0,0,0,0,0,0,0.25,0.0981,0
DSP101617,TXN201617,6130.14,20,not_as_described,digital_goods,1326,0.0,0,0,0,0,1,1,0,0.663,0.0,-0.22,0,0,0,0,0,0,0.167,0.0058,0
DSP101618,TXN201618,1055.05,75,subscription_cancelled,food_delivery,1785,0.0,0,0,0,1,0,1,0,0.8925,0.0,0.63,1,0,0,0,0,0,0.167,0.0505,0
DSP101619,TXN201619,2272.8,1,fraud,electronics,1527,0.0,1,0,0,0,0,1,1,0.7635,1.0,0.01,1,0,0,0,0,0,0.333,0.3995,0
DSP101620,TXN201620,2510.05,19,fraud,food_delivery,800,1.0,0,1,1,0,0,0,0,0.4,2.0,-0.74,1,0,0,0,0,1,0.333,0.0081,0
DSP101621,TXN201621,1312.79,53,not_as_described,travel,1320,1.0,0,0,0,0,0,0,0,0.66,3.0,0.11,1,0,0,1,1,1,0.333,0.0095,0
DSP101622,TXN201622,447.67,119,credit_not_processed,travel,1791,0.0,0,1,0,0,1,0,1,0.8955,1.0,-0.69,0,0,0,0,0,0,0.25,0.0616,0
DSP101623,TXN201623,602.58,10,fraud,food_delivery,500,0.0,1,0,0,0,0,0,0,0.25,1.0,-0.77,1,1,0,0,0,0,0.25,0.0613,0
DSP101624,TXN201624,4222.37,64,item_not_received,subscription,1580,0.0,0,0,1,0,0,0,0,0.79,1.0,0.39,0,1,0,0,0,1,0.25,0.4191,0
DSP101625,TXN201625,4681.19,68,duplicate_charge,digital_goods,1994,1.0,0,0,0,0,0,0,1,0.997,2.0,0.18,1,0,0,1,0,0,0.25,0.1539,0
DSP101626,TXN201626,1088.37,31,item_not_received,retail,690,1.0,1,0,0,0,1,0,0,0.345,1.0,-0.34,1,0,1,0,0,0,0.333,0.1669,1
DSP101627,TXN201627,1738.98,63,fraud,subscription,1776,0.0,1,1,0,0,1,1,0,0.888,2.0,-0.07,0,0,1,1,0,0,0.5,0.2705,0
DSP101628,TXN201628,4434.92,77,fraud,food_delivery,44,0.0,0,1,0,0,0,0,0,0.022,6.0,-0.17,1,1,0,0,1,1,0.417,0.0246,0
DSP101629,TXN201629,243.65,17,item_not_received,retail,747,1.0,0,0,0,1,0,0,0,0.3735,6.0,-0.32,1,1,0,0,1,0,0.25,0.0045,0
DSP101630,TXN201630,857.18,115,item_not_received,food_delivery,552,0.0,0,0,1,0,1,0,0,0.276,3.0,-0.3,1,0,0,0,0,0,0.25,0.2067,1
DSP101631,TXN201631,10075.59,30,credit_not_processed,retail,58,0.0,0,0,0,0,0,1,1,0.029,2.0,-0.08,1,0,0,1,0,0,0.333,0.5741,0
DSP101632,TXN201632,1806.79,45,not_as_described,food_delivery,1205,0.0,0,1,0,0,1,1,1,0.6025,1.0,-0.14,1,0,0,0,0,0,0.417,0.017,0
DSP101633,TXN201633,433.02,3,duplicate_charge,subscription,1057,0.0,0,0,0,0,0,0,1,0.5285,0.0,-0.15,0,0,1,0,0,0,0.167,0.8232,1
DSP101634,TXN201634,1506.11,72,subscription_cancelled,retail,758,1.0,1,0,0,0,1,0,1,0.379,1.0,0.1,1,0,1,0,0,0,0.417,0.0485,0
DSP101635,TXN201635,3719.84,72,item_not_received,subscription,1730,0.0,0,0,0,1,1,0,0,0.865,3.0,0.59,1,0,0,0,0,0,0.167,0.0061,0
DSP101636,TXN201636,104.95,14,item_not_received,retail,496,0.0,0,0,0,0,0,1,0,0.248,1.0,0.66,1,0,0,0,0,0,0.167,0.0174,0
DSP101637,TXN201637,1597.64,36,subscription_cancelled,digital_goods,1643,0.0,0,0,0,0,1,1,0,0.8215,1.0,0.36,1,1,1,0,0,0,0.417,0.1382,0
DSP101638,TXN201638,922.96,93,item_not_received,subscription,1271,1.0,0,0,0,1,0,0,0,0.6355,1.0,0.28,0,1,1,1,0,0,0.25,0.001,0
DSP101639,TXN201639,259.3,86,duplicate_charge,travel,1795,1.0,1,0,0,0,0,0,1,0.8975,0.0,-0.24,1,0,0,0,0,0,0.25,0.1035,1
DSP101640,TXN201640,1453.79,37,duplicate_charge,electronics,13,1.0,0,1,0,0,0,1,0,0.0065,2.0,-0.49,0,0,0,0,0,0,0.167,0.0969,0
DSP101641,TXN201641,1168.55,76,fraud,electronics,1939,1.0,0,0,0,0,1,1,0,0.9695,2.0,-0.08,1,0,0,0,0,0,0.25,0.2599,0
DSP101642,TXN201642,1307.55,90,item_not_received,electronics,4,1.0,0,0,1,0,1,0,1,0.002,2.0,0.12,1,0,1,1,0,0,0.5,0.112,0
DSP101643,TXN201643,945.52,45,fraud,retail,1426,0.0,1,0,0,0,1,0,0,0.713,0.0,-0.3,0,0,0,0,0,0,0.167,0.0332,0
DSP101644,TXN201644,482.35,22,fraud,digital_goods,1505,1.0,0,1,0,1,1,0,0,0.7525,0.0,-0.78,0,0,1,0,0,0,0.25,0.0259,0
DSP101645,TXN201645,312.69,3,item_not_received,digital_goods,324,1.0,1,0,1,1,0,1,0,0.162,1.0,0.6,1,0,1,0,1,0,0.5,0.0771,0
DSP101646,TXN201646,671.36,115,item_not_received,food_delivery,70,0.0,0,0,0,0,0,1,1,0.035,3.0,-0.08,1,0,0,0,0,0,0.25,0.0144,0
DSP101647,TXN201647,3162.92,39,credit_not_processed,travel,72,0.0,0,0,0,0,0,0,0,0.036,3.0,0.56,0,0,0,0,0,0,0.0,0.0345,0
DSP101648,TXN201648,1690.99,97,credit_not_processed,subscription,258,0.0,0,0,1,1,0,0,1,0.129,3.0,-0.07,1,0,1,0,0,1,0.417,0.0971,0
DSP101649,TXN201649,1249.91,39,credit_not_processed,digital_goods,302,0.0,1,0,1,0,0,1,0,0.151,1.0,0.49,1,0,1,0,0,0,0.417,0.1108,0
DSP101650,TXN201650,473.54,86,item_not_received,digital_goods,1934,1.0,0,0,0,1,0,0,0,0.967,4.0,0.23,0,0,0,0,0,0,0.0,0.0026,0
DSP101651,TXN201651,921.58,40,item_not_received,food_delivery,402,0.0,1,1,0,0,0,1,1,0.201,1.0,0.54,0,1,0,0,0,0,0.417,0.2857,0
DSP101652,TXN201652,2799.39,73,item_not_received,food_delivery,1610,0.0,1,1,0,0,1,1,1,0.805,2.0,0.35,0,0,1,0,0,0,0.5,0.0968,0
DSP101653,TXN201653,2218.94,115,fraud,subscription,122,0.0,0,0,0,0,0,1,1,0.061,1.0,-0.08,1,1,0,0,0,0,0.333,0.2325,0
DSP101654,TXN201654,831.14,91,subscription_cancelled,digital_goods,1308,2.0,0,0,0,0,0,1,0,0.654,0.0,-0.0,0,0,0,0,0,0,0.083,0.0699,0
DSP101655,TXN201655,98.36,20,item_not_received,food_delivery,906,0.0,1,0,0,0,0,1,0,0.453,2.0,0.86,0,1,1,1,0,0,0.417,0.1128,0
DSP101656,TXN201656,682.08,63,item_not_received,electronics,1080,0.0,0,0,0,0,1,0,0,0.54,2.0,-0.14,1,0,0,0,0,0,0.167,0.0522,0
DSP101657,TXN201657,826.59,33,credit_not_processed,food_delivery,1567,0.0,0,1,1,0,1,0,0,0.7835,0.0,0.22,0,0,1,1,0,0,0.417,0.5018,0
DSP101658,TXN201658,540.72,27,item_not_received,electronics,419,0.0,0,1,1,0,0,0,0,0.2095,2.0,0.26,0,0,1,1,0,0,0.333,0.5766,0
DSP101659,TXN201659,886.1,100,fraud,travel,8,1.0,0,0,0,1,0,1,0,0.004,1.0,0.34,0,0,1,0,0,0,0.167,0.0472,0
DSP101660,TXN201660,3030.7,118,fraud,retail,441,1.0,0,0,0,0,0,1,0,0.2205,1.0,-0.1,0,1,1,1,0,0,0.333,0.0703,0
DSP101661,TXN201661,1290.39,112,not_as_described,subscription,1607,2.0,1,0,1,0,0,1,0,0.8035,1.0,0.52,1,0,1,0,0,1,0.5,0.0529,0
DSP101662,TXN201662,3603.63,101,credit_not_processed,travel,1182,0.0,1,1,0,0,1,0,0,0.591,1.0,0.03,0,0,0,0,0,0,0.25,0.0609,0
DSP101663,TXN201663,296.38,57,fraud,retail,1850,0.0,1,1,0,0,1,1,0,0.925,2.0,-0.86,0,0,0,0,0,0,0.333,0.1699,1
DSP101664,TXN201664,987.26,64,credit_not_processed,retail,1668,0.0,0,0,0,0,0,1,1,0.834,2.0,0.04,0,0,0,0,0,0,0.167,0.055,0
DSP101665,TXN201665,192.67,65,credit_not_processed,digital_goods,303,0.0,0,0,0,0,0,0,1,0.1515,3.0,0.18,1,0,0,1,0,0,0.25,0.3276,0
DSP101666,TXN201666,874.3,89,credit_not_processed,digital_goods,115,0.0,1,1,0,0,0,1,0,0.0575,2.0,-0.16,0,0,0,0,0,1,0.333,0.0862,0
DSP101667,TXN201667,470.76,7,item_not_received,subscription,42,1.0,1,0,0,1,0,1,0,0.021,1.0,0.01,0,0,0,0,0,0,0.167,0.2099,1
DSP101668,TXN201668,4823.49,100,fraud,food_delivery,378,0.0,0,1,0,0,0,1,1,0.189,4.0,0.06,0,0,0,0,0,1,0.333,0.682,1
DSP101669,TXN201669,2017.7,97,credit_not_processed,digital_goods,958,0.0,1,1,0,1,1,1,1,0.479,1.0,0.55,1,0,0,0,1,1,0.667,0.2967,1
DSP101670,TXN201670,3695.35,120,item_not_received,retail,32,0.0,0,1,0,0,1,0,0,0.016,2.0,0.21,1,0,0,1,0,0,0.333,0.1343,0
DSP101671,TXN201671,871.88,72,not_as_described,retail,1737,0.0,0,0,0,0,0,0,0,0.8685,2.0,0.8,0,0,0,0,0,0,0.0,0.0576,0
DSP101672,TXN201672,483.13,55,duplicate_charge,electronics,956,0.0,0,1,0,1,0,1,0,0.478,3.0,-0.46,0,1,1,0,0,0,0.333,0.7881,1
DSP101673,TXN201673,467.99,58,fraud,travel,1473,0.0,0,0,0,0,1,1,0,0.7365,2.0,-0.34,0,0,0,0,1,1,0.333,0.3146,1
DSP101674,TXN201674,1746.62,75,credit_not_processed,retail,1745,1.0,0,0,0,0,1,0,0,0.8725,0.0,0.32,1,0,0,0,0,0,0.167,0.0908,0
DSP101675,TXN201675,8185.84,37,subscription_cancelled,subscription,69,1.0,0,0,0,0,1,0,0,0.0345,2.0,0.33,0,0,0,0,0,0,0.083,0.0728,0
DSP101676,TXN201676,2023.09,94,duplicate_charge,electronics,867,1.0,0,0,0,0,1,1,1,0.4335,2.0,0.48,1,0,1,1,1,0,0.583,0.6791,1
DSP101677,TXN201677,920.79,54,item_not_received,retail,1346,1.0,1,0,0,1,1,0,1,0.673,2.0,-0.16,0,1,0,0,0,0,0.333,0.0501,0
DSP101678,TXN201678,1109.02,34,credit_not_processed,electronics,1993,0.0,1,0,0,0,0,1,0,0.9965,0.0,-0.41,0,1,1,0,0,0,0.333,0.0549,0
DSP101679,TXN201679,1298.16,89,not_as_described,subscription,1635,0.0,0,0,0,0,1,1,0,0.8175,2.0,-0.16,1,0,1,0,0,0,0.333,0.0052,0
DSP101680,TXN201680,10164.36,41,duplicate_charge,digital_goods,433,0.0,1,0,0,0,1,1,1,0.2165,2.0,-1.0,0,0,0,0,0,1,0.417,0.154,0
DSP101681,TXN201681,4599.07,10,credit_not_processed,subscription,542,0.0,0,0,0,0,0,0,0,0.271,2.0,0.45,0,0,0,0,0,0,0.0,0.0411,1
DSP101682,TXN201682,1737.08,63,duplicate_charge,travel,1598,0.0,1,0,1,0,1,1,0,0.799,1.0,-0.29,1,0,1,0,0,0,0.5,0.853,1
DSP101683,TXN201683,1494.78,61,item_not_received,food_delivery,1306,0.0,0,1,0,0,1,1,1,0.653,4.0,-0.43,1,0,0,0,0,0,0.417,0.0822,0
DSP101684,TXN201684,1806.87,35,fraud,retail,499,2.0,0,0,0,0,0,0,0,0.2495,2.0,0.07,0,0,0,0,0,0,0.0,0.0058,0
DSP101685,TXN201685,2195.74,5,item_not_received,digital_goods,987,1.0,1,1,0,0,1,0,0,0.4935,2.0,0.66,0,0,0,0,0,0,0.25,0.3784,0
DSP101686,TXN201686,886.08,58,not_as_described,subscription,1857,0.0,1,0,0,0,0,0,1,0.9285,3.0,0.3,1,0,1,0,0,0,0.333,0.0711,0
DSP101687,TXN201687,575.89,93,not_as_described,subscription,411,0.0,0,0,0,0,0,1,1,0.2055,0.0,-0.14,1,0,1,0,0,0,0.333,0.1271,0
DSP101688,TXN201688,3760.17,97,not_as_described,retail,659,1.0,1,0,0,0,0,0,1,0.3295,3.0,0.31,1,0,0,0,1,1,0.417,0.1524,0
DSP101689,TXN201689,1369.2,26,item_not_received,digital_goods,1803,0.0,1,0,0,0,1,0,0,0.9015,2.0,0.23,1,0,0,0,0,0,0.25,0.0844,0
DSP101690,TXN201690,3458.98,52,credit_not_processed,food_delivery,1345,1.0,1,0,0,1,0,1,1,0.6725,1.0,0.81,1,0,1,0,0,0,0.417,0.0337,0
DSP101691,TXN201691,6947.65,109,credit_not_processed,electronics,446,2.0,0,0,0,0,1,1,1,0.223,2.0,0.54,1,1,1,1,0,1,0.667,0.4739,0
DSP101692,TXN201692,2254.34,42,item_not_received,subscription,574,0.0,0,1,0,0,0,0,0,0.287,1.0,-0.16,0,0,0,0,0,0,0.083,0.0927,0
DSP101693,TXN201693,1917.06,58,duplicate_charge,subscription,1680,0.0,0,0,0,0,0,1,1,0.84,1.0,0.02,1,0,0,0,0,0,0.25,0.0767,0
DSP101694,TXN201694,32867.61,82,not_as_described,travel,560,0.0,0,1,0,0,1,1,0,0.28,2.0,0.11,0,0,0,0,0,0,0.25,0.0227,0
DSP101695,TXN201695,1647.51,55,not_as_described,retail,1403,1.0,0,0,0,1,0,0,1,0.7015,4.0,-0.95,1,0,0,0,0,0,0.167,0.023,0
DSP101696,TXN201696,450.09,101,fraud,subscription,991,2.0,0,0,0,0,1,0,0,0.4955,3.0,-1.0,1,0,1,0,0,0,0.25,0.0113,0
DSP101697,TXN201697,1011.08,44,credit_not_processed,subscription,441,0.0,0,0,0,1,1,1,0,0.2205,1.0,0.07,0,0,1,0,0,0,0.25,0.0454,0
DSP101698,TXN201698,6321.33,60,subscription_cancelled,travel,736,0.0,0,1,0,0,1,0,0,0.368,1.0,0.39,1,0,1,1,0,0,0.417,0.1301,0
DSP101699,TXN201699,367.17,62,duplicate_charge,food_delivery,1422,0.0,0,0,0,0,0,0,1,0.711,1.0,1.0,1,0,1,0,0,0,0.25,0.6945,0
DSP101700,TXN201700,631.15,90,credit_not_processed,digital_goods,1604,0.0,1,0,0,1,1,1,0,0.802,1.0,-0.07,1,0,1,0,0,0,0.417,0.0606,0
DSP101701,TXN201701,4049.82,41,subscription_cancelled,travel,52,0.0,0,1,0,0,1,1,0,0.026,4.0,-0.13,1,0,0,1,0,1,0.5,0.3317,0
DSP101702,TXN201702,1020.84,34,item_not_received,digital_goods,1811,0.0,0,1,0,0,0,0,1,0.9055,2.0,0.6,0,0,0,0,0,1,0.25,0.2663,0
DSP101703,TXN201703,1199.61,44,not_as_described,travel,472,0.0,1,0,0,0,0,0,0,0.236,1.0,-0.52,1,0,1,0,0,0,0.25,0.2762,1
DSP101704,TXN201704,3918.14,28,item_not_received,retail,1297,0.0,1,0,0,1,0,0,0,0.6485,0.0,0.94,1,0,0,1,0,1,0.333,0.1018,0
DSP101705,TXN201705,654.05,24,subscription_cancelled,food_delivery,570,0.0,1,0,0,0,0,0,0,0.285,2.0,-0.45,1,0,0,0,0,0,0.167,0.015,0
DSP101706,TXN201706,308.4,99,fraud,digital_goods,535,1.0,1,0,0,0,1,0,0,0.2675,2.0,0.22,0,0,0,0,0,1,0.25,0.0319,0
DSP101707,TXN201707,333.99,42,item_not_received,subscription,1778,0.0,1,0,0,0,0,0,0,0.889,4.0,0.05,0,0,0,0,0,0,0.083,0.1902,0
DSP101708,TXN201708,2396.54,33,credit_not_processed,food_delivery,1401,0.0,0,0,0,0,1,1,1,0.7005,2.0,-0.66,1,1,1,0,1,1,0.667,0.4544,0
DSP101709,TXN201709,1735.64,98,item_not_received,electronics,1830,0.0,0,0,0,0,0,0,0,0.915,3.0,-0.2,0,1,0,0,1,1,0.25,0.0052,0
DSP101710,TXN201710,670.1,95,credit_not_processed,digital_goods,41,0.0,1,1,0,0,0,0,1,0.0205,1.0,-0.49,0,0,0,1,0,0,0.333,0.4493,0
DSP101711,TXN201711,420.4,30,item_not_received,digital_goods,541,0.0,0,1,0,0,0,0,0,0.2705,2.0,-0.24,1,0,1,0,1,0,0.333,0.3508,1
DSP101712,TXN201712,1021.91,37,subscription_cancelled,digital_goods,97,0.0,0,0,0,1,0,0,0,0.0485,2.0,0.55,0,0,0,1,0,0,0.083,0.0303,0
DSP101713,TXN201713,4090.89,99,credit_not_processed,food_delivery,949,0.0,0,0,0,0,0,1,0,0.4745,3.0,-0.93,1,1,0,0,0,0,0.25,0.1558,1
DSP101714,TXN201714,580.67,34,item_not_received,retail,923,0.0,0,0,0,0,0,0,1,0.4615,0.0,-1.0,1,0,0,0,0,1,0.25,0.0238,0
DSP101715,TXN201715,690.43,104,duplicate_charge,subscription,1963,1.0,0,1,1,0,0,0,0,0.9815,1.0,-0.05,0,0,1,1,0,0,0.333,0.8108,1
DSP101716,TXN201716,407.27,75,item_not_received,subscription,461,0.0,1,1,0,0,0,1,0,0.2305,0.0,-0.64,1,0,0,0,0,1,0.417,0.8115,1
DSP101717,TXN201717,927.59,80,not_as_described,subscription,1331,2.0,1,0,0,0,0,1,1,0.6655,0.0,0.37,1,0,0,0,0,1,0.417,0.1427,0
DSP101718,TXN201718,1878.22,65,not_as_described,retail,1988,0.0,0,1,0,0,1,1,0,0.994,1.0,-0.01,1,0,0,0,1,1,0.5,0.0232,0
DSP101719,TXN201719,11105.2,4,credit_not_processed,travel,139,0.0,0,0,0,0,1,0,0,0.0695,3.0,0.45,0,0,1,0,0,1,0.25,0.1362,0
DSP101720,TXN201720,1665.33,99,fraud,food_delivery,890,0.0,1,0,0,0,0,0,1,0.445,0.0,-0.9,0,0,0,0,0,1,0.25,0.3153,0
DSP101721,TXN201721,1269.43,68,item_not_received,travel,782,0.0,0,0,0,0,0,1,0,0.391,3.0,0.1,1,1,1,0,0,0,0.333,0.0494,0
DSP101722,TXN201722,3174.6,21,duplicate_charge,travel,52,2.0,0,1,0,0,0,0,0,0.026,1.0,1.0,0,1,0,0,1,1,0.333,0.1119,0
DSP101723,TXN201723,2687.09,100,not_as_described,subscription,842,2.0,0,0,0,0,0,0,1,0.421,0.0,0.34,0,0,0,1,1,1,0.333,0.0138,0
DSP101724,TXN201724,751.7,36,item_not_received,electronics,507,1.0,0,0,0,1,0,0,0,0.2535,1.0,0.31,0,0,0,1,0,0,0.083,0.0136,1
DSP101725,TXN201725,13387.28,44,fraud,digital_goods,612,0.0,1,0,0,1,1,0,0,0.306,0.0,0.5,1,0,0,0,0,0,0.25,0.0189,0
DSP101726,TXN201726,1307.17,77,item_not_received,digital_goods,425,1.0,1,1,1,0,1,1,1,0.2125,0.0,-0.26,1,0,0,0,0,1,0.667,0.7409,1
DSP101727,TXN201727,1696.59,34,credit_not_processed,digital_goods,1039,1.0,1,1,0,0,1,0,1,0.5195,2.0,-0.23,0,1,1,0,0,1,0.583,0.1011,0
DSP101728,TXN201728,2324.71,1,fraud,travel,796,1.0,1,1,0,0,1,0,0,0.398,1.0,-0.62,0,1,1,1,0,1,0.583,0.0682,0
DSP101729,TXN201729,1892.91,39,item_not_received,food_delivery,1472,1.0,0,0,0,1,0,0,1,0.736,3.0,0.1,0,1,0,0,0,0,0.167,0.0081,0
DSP101730,TXN201730,6157.32,82,subscription_cancelled,subscription,706,1.0,0,1,0,0,0,0,0,0.353,1.0,1.0,1,1,0,0,0,0,0.25,0.0257,0
DSP101731,TXN201731,742.55,51,fraud,digital_goods,1383,0.0,0,0,0,0,1,1,0,0.6915,1.0,0.32,1,1,0,0,0,1,0.417,0.5757,1
DSP101732,TXN201732,2931.83,86,duplicate_charge,digital_goods,1054,1.0,0,1,0,0,1,0,1,0.527,1.0,-0.78,0,1,0,0,0,0,0.333,0.1123,0
